property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
Nhà hẻm ngõ,3.09,70.0,m²,3.0,2.0,1.0,15.1,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.3,,3.09,"70 m²(4,3x15,1)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.29,84.0,m²,2.0,2.0,1.0,17.0,"Phường An Lạc, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.5,,2.29,"84 m²(4,5x17,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.55,40.0,m²,3.0,2.0,2.0,7.2,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,5.5,,2.55,"40 m²(5,5x7,2)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,5.09,53.6,m²,3.0,3.0,3.0,9.8,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,5.5,,5.09,"53,6 m²(5,5x9,8)",3 phòng,3 WC,Thiên
Nhà mặt tiền,8.2,90.0,m²,4.0,3.0,3.0,15.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,6.0,,8.2,"90 m²(6,0x15,0)",4 phòng,3 WC,Thiên
Nhà mặt tiền,6.09,80.0,m²,4.0,4.0,3.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,6.09,"80 m²(5,0x16,0)",4 phòng,4 WC,Thiên
Nhà hẻm ngõ,5.58,62.0,m²,3.0,4.0,2.0,15.3,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,5.58,"62 m²(4,0x15,3)",3 phòng,4 WC,Thiên
Nhà mặt tiền,5.59,85.0,m²,4.0,5.0,3.0,17.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,5.59,"85 m²(5,0x17,0)",4 phòng,5 WC,Thiên
Nhà mặt tiền,5.89,85.0,m²,4.0,5.0,3.0,15.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Đang chờ sổ,Đông Bắc,5.0,,5.89,"85 m²(5,0x15,0)",4 phòng,5 WC,Thiên
Nhà mặt tiền,4.3,80.0,m²,3.0,3.0,2.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,4.3,"80 m²(5,0x16,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,2.2,87.0,m²,3.0,2.0,1.0,18.5,"Phường Ba Láng, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,4.5,,2.2,"87 m²(4,5x18,5)",3 phòng,2 WC,Thiên
Nhà mặt tiền,6.9,98.0,m²,2.0,3.0,2.0,22.0,"148/94, Đường 3 Tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Sổ đỏ,Đông Nam,4.0,Đông Nam,6.9,"98 m²(4,0x22,0)",2 phòng,3 WC,Thiên
Nhà mặt tiền,2.2,87.0,m²,3.0,2.0,2.0,19.0,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,4.6,,2.2,"87 m²(4,6x19,0)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.45,51.4,m²,3.0,3.0,2.0,10.5,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,5.0,,3.45,"51,4 m²(5,0x10,5)",3 phòng,3 WC,Thiên
Nhà mặt tiền,2.3,11.5,m²,2.0,1.0,1.0,3.4,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,3.3,,2.3,"11,5 m²(3,3x3,4)",2 phòng,1 WC,Thiên
Nhà mặt tiền,6.1,80.0,m²,5.0,4.0,3.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Đang chờ sổ,Đông Nam,5.0,,6.1,"80 m²(5,0x16,0)",5 phòng,4 WC,Thiên
Nhà hẻm ngõ,3.65,63.0,m²,3.0,2.0,2.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.3,,3.65,"63 m²(4,3x15,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,8.8,90.0,m²,3.0,4.0,2.0,20.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.5,,8.8,"90 m²(4,5x20,0)",3 phòng,4 WC,Thiên
Nhà mặt tiền,6.1,80.0,m²,4.0,,2.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,6.1,"80 m²(5,0x16,0)",4 phòng,,Thiên
Nhà mặt tiền,2.29,40.0,m²,2.0,2.0,2.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.0,,2.29,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,3.09,63.9,m²,3.0,2.0,2.0,16.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,3.09,"63,9 m²(4,0x16,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,5.9,85.0,m²,4.0,,2.0,17.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,5.0,,5.9,"85 m²(5,0x17,0)",4 phòng,,Thiên
Nhà hẻm ngõ,0.87,31.0,m²,2.0,2.0,1.0,7.0,"Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Nam,4.3,,0.87,"31 m²(4,3x7,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,8.29,50.8,m²,4.0,4.0,3.0,15.6,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,3.3,,8.29,"50,8 m²(3,3x15,6)",4 phòng,4 WC,Thiên
Nhà mặt tiền,3.25,74.0,m²,3.0,3.0,,16.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.5,,3.25,"74 m²(4,5x16,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,7.39,104.0,m²,3.0,3.0,2.0,24.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.5,,7.39,"104 m²(4,5x24,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,2.65,81.6,m²,2.0,2.0,,17.0,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.8,,2.65,"81,6 m²(4,8x17,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,4.35,137.0,m²,7.0,7.0,2.0,27.5,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,5.0,,4.35,"137 m²(5,0x27,5)",7 phòng,7 WC,Thiên
Nhà mặt tiền,6.2,65.4,m²,3.0,4.0,3.0,16.4,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,6.2,"65,4 m²(4,0x16,4)",3 phòng,4 WC,Thiên
Nhà mặt tiền,3.19,42.5,m²,4.0,3.0,,8.5,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,5.0,,3.19,"42,5 m²(5,0x8,5)",4 phòng,3 WC,Thiên
Nhà mặt tiền,3.65,67.0,m²,3.0,2.0,,16.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.3,,3.65,"67 m²(4,3x16,0)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.09,42.0,m²,3.0,2.0,2.0,6.8,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,6.3,,2.09,"42 m²(6,3x6,8)",3 phòng,2 WC,Thiên
Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,2.99,68.0,m²,4.0,2.0,2.0,17.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.0,,2.99,"68 m²(4,0x17,0)",4 phòng,2 WC,Thiên
Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,3.0,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
Biệt thự,27.0,150.0,m²,11.0,7.0,5.0,20.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,7.5,,27.0,"150 m²(7,5x20,0)",11 phòng,7 WC,Thiên
Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,1.0,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,2.55,40.0,m²,3.0,2.0,2.0,10.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,2.55,"40 m²(4,0x10,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,2.9,80.0,m²,2.0,2.0,2.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,2.9,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.09,41.0,m²,2.0,2.0,2.0,9.6,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.2,,3.09,"41 m²(4,2x9,6)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,1.19,40.0,m²,2.0,2.0,1.0,9.6,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.3,,1.19,"40 m²(4,3x9,6)",2 phòng,2 WC,Thiên
Nhà mặt tiền,4.1,67.0,m²,2.0,2.0,,15.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,4.5,,4.1,"67 m²(4,5x15,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,7.39,104.0,m²,4.0,3.0,2.0,24.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.5,,7.39,"104 m²(4,5x24,0)",4 phòng,3 WC,Thiên
Nhà mặt tiền,2.9,80.0,m²,2.0,2.0,1.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,2.9,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,4.5,80.0,m²,3.0,3.0,2.0,14.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,5.7,,4.5,"80 m²(5,7x14,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,1.77,38.0,m²,3.0,2.0,1.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,3.8,,1.77,"38 m²(3,8x10,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.45,50.0,m²,3.0,3.0,2.0,10.0,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,5.0,,3.45,"50 m²(5,0x10,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,4.3,80.0,m²,2.0,2.0,,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,4.3,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,8.8,90.0,m²,4.0,4.0,2.0,20.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.5,,8.8,"90 m²(4,5x20,0)",4 phòng,4 WC,Thiên
Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.49,60.0,m²,3.0,3.0,2.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,3.49,"60 m²(4,0x15,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.9,120.7,m²,3.0,3.0,1.0,22.4,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,5.4,,3.9,"120,7 m²(5,4x22,4)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,1.69,51.5,m²,2.0,1.0,1.0,12.8,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,1.69,"51,5 m²(4,0x12,8)",2 phòng,1 WC,Thiên
Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,2.0,14.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.33,47.5,m²,3.0,3.0,2.0,9.5,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,3.33,"47,5 m²(5,0x9,5)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,1.35,103.0,m²,3.0,2.0,1.0,20.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Bắc,5.0,,1.35,"103 m²(5,0x20,0)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.89,50.0,m²,3.0,3.0,2.0,10.0,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,5.0,,3.89,"50 m²(5,0x10,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,2.37,42.0,m²,2.0,2.0,2.0,6.0,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,7.0,,2.37,"42 m²(7,0x6,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.89,41.8,m²,3.0,4.0,4.0,7.2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,6.0,,3.89,"41,8 m²(6,0x7,2)",3 phòng,4 WC,Thiên
Nhà hẻm ngõ,2.85,38.2,m²,3.0,3.0,2.0,12.9,"Phường An Nghiệp, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,3.0,,2.85,"38,2 m²(3,0x12,9)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,2.65,40.0,m²,2.0,2.0,2.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,2.65,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.85,82.8,m²,5.0,3.0,1.0,18.4,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.5,,3.85,"82,8 m²(4,5x18,4)",5 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.09,63.9,m²,3.0,3.0,2.0,16.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,3.09,"63,9 m²(4,0x16,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,3.29,40.0,m²,3.0,3.0,2.0,4.0,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,,10.0,,3.29,"40 m²(10,0x4,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,4.99,48.0,m²,4.0,5.0,4.0,12.0,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,4.99,"48 m²(4,0x12,0)",4 phòng,5 WC,Thiên
Nhà mặt tiền,4.99,46.0,m²,4.0,3.0,3.0,11.6,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,4.99,"46 m²(4,0x11,6)",4 phòng,3 WC,Thiên
Nhà mặt tiền,3.39,88.7,m²,3.0,3.0,1.0,18.0,"Phường Thường Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,3.39,"88,7 m²(5,0x18,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,3.49,60.0,m²,3.0,2.0,1.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.0,,3.49,"60 m²(4,0x15,0)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,19.5,210.0,m²,8.0,7.0,2.0,20.0,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,10.5,,19.5,"210 m²(10,5x20,0)",8 phòng,7 WC,Thiên
Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,1.0,14.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,2.2,70.0,m²,2.0,2.0,,10.6,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.5,,2.2,"70 m²(4,5x10,6)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,1.4,75.0,m²,2.0,1.0,1.0,16.8,"Phường Thường Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Bắc,4.5,,1.4,"75 m²(4,5x16,8)",2 phòng,1 WC,Thiên
Nhà hẻm ngõ,1.4,75.0,m²,2.0,2.0,,15.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,1.4,"75 m²(5,0x15,0)",2 phòng,2 WC,Thiên
Mặt tiền,2.65,40.0,m²,2.0,2.0,2.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.0,,2.65,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
Mặt tiền,5.2,86.0,m²,2.0,2.0,,7.0,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,13.0,,5.2,"86 m²(13,0x7,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.09,27.1,m²,2.0,2.0,3.0,8.0,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông,3.4,,2.09,"27,1 m²(3,4x8,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,1.35,100.0,m²,2.0,1.0,,20.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,1.35,"100 m²(5,0x20,0)",2 phòng,1 WC,Thiên
Mặt tiền,4.0,99.0,m²,4.0,3.0,3.0,22.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.5,,4.0,"99 m²(4,5x22,0)",4 phòng,3 WC,Thiên
Nhà hẻm ngõ,5.7,70.0,m²,3.0,4.0,2.0,16.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Bắc,4.5,,5.7,"70 m²(4,5x16,0)",3 phòng,4 WC,Thiên
Nhà hẻm ngõ,2.2,60.0,m²,1.0,1.0,1.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,2.2,"60 m²(4,0x15,0)",1 phòng,1 WC,Thiên
Mặt tiền,5.89,80.0,m²,4.0,5.0,3.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,5.89,"80 m²(5,0x16,0)",4 phòng,5 WC,Thiên
Nhà hẻm ngõ,2.65,41.5,m²,2.0,2.0,2.0,10.4,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.3,,2.65,"41,5 m²(4,3x10,4)",2 phòng,2 WC,Thiên
Biệt thự,19.5,210.0,m²,5.0,4.0,3.0,20.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,10.5,,19.5,"210 m²(10,5x20,0)",5 phòng,4 WC,Thiên
Nhà mặt tiền,2.15,100.0,m²,2.0,2.0,,20.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,2.15,"100 m²(5,0x20,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,13.9,62.0,m²,2.0,2.0,2.0,11.5,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,5.4,,13.9,"62 m²(5,4x11,5)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.49,51.4,m²,4.0,4.0,2.0,11.8,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.4,,3.49,"51,4 m²(4,4x11,8)",4 phòng,4 WC,Thiên
Nhà mặt tiền,5.8,88.8,m²,4.0,4.0,,17.8,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Nam,5.0,,5.8,"88,8 m²(5,0x17,8)",4 phòng,4 WC,Thiên
Mặt tiền,3.25,54.0,m²,3.0,2.0,2.0,12.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Nam,4.5,,3.25,"54 m²(4,5x12,0)",3 phòng,2 WC,Thiên
Mặt tiền,0.8,40.0,m²,2.0,2.0,2.0,10.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Nam,4.0,,0.8,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
